tweet_id,created_at,retweet_count,favorite_count
880872448815771648,2017-06-30 19:35:32,3989,21734
880465832366813184,2017-06-29 16:39:47,6546,29075
880221127280381952,2017-06-29 00:27:25,4436,27640
880095782870896641,2017-06-28 16:09:20,4533,28150
879862464715927552,2017-06-28 00:42:13,3642,22667
879674319642796034,2017-06-27 12:14:36,10,315
879492040517615616,2017-06-27 00:10:17,3323,23822
879415818425184262,2017-06-26 19:07:24,45849,107956
879376492567855104,2017-06-26 16:31:08,3261,17099
879130579576475649,2017-06-26 00:13:58,7181,0
879050749262655488,2017-06-25 18:56:45,4941,23022
879008229531029506,2017-06-25 16:07:47,2812,19317
878776093423087618,2017-06-25 00:45:22,4319,19763
878604707211726852,2017-06-24 13:24:20,7582,30931
878404777348136964,2017-06-24 00:09:53,1349,0
878316110768087041,2017-06-23 18:17:33,6965,0
878281511006478336,2017-06-23 16:00:04,1349,7913
878057613040115712,2017-06-23 01:10:23,7181,42876
877736472329191424,2017-06-22 03:54:17,17300,71144
877611172832227328,2017-06-21 19:36:23,83,0
877556246731214848,2017-06-21 15:58:08,3994,23258
877316821321428993,2017-06-21 00:06:44,5414,27907
877201837425926144,2017-06-20 16:29:50,5880,27755
876838120628539392,2017-06-19 16:24:33,3506,21125
876537666061221889,2017-06-18 20:30:39,4800,23869
876484053909872640,2017-06-18 16:57:37,2511,19163
876120275196170240,2017-06-17 16:52:05,4903,28490
875747767867523072,2017-06-16 16:11:53,4497,25773
875144289856114688,2017-06-15 00:13:52,5081,22185
875097192612077568,2017-06-14 21:06:43,6342,27997
875021211251597312,2017-06-14 16:04:48,4922,26022
874680097055178752,2017-06-13 17:29:20,4875,28439
874434818259525634,2017-06-13 01:14:41,15546,0
874296783580663808,2017-06-12 16:06:11,4308,26651
874057562936811520,2017-06-12 00:15:36,4125,23134
874012996292530176,2017-06-11 21:18:31,11007,35501
873697596434513921,2017-06-11 00:25:14,12518,0
873580283840344065,2017-06-10 16:39:04,4143,24837
873337748698140672,2017-06-10 00:35:19,1667,0
873213775632977920,2017-06-09 16:22:42,1667,7467
872967104147763200,2017-06-09 00:02:31,5669,28031
872820683541237760,2017-06-08 14:20:41,3884,15029
872668790621863937,2017-06-08 04:17:07,31,0
872620804844003328,2017-06-08 01:06:27,3911,21309
872486979161796608,2017-06-07 16:14:40,9429,41606
872261713294495745,2017-06-07 01:19:32,6649,35085
872122724285648897,2017-06-06 16:07:15,8549,35324
871879754684805121,2017-06-06 00:01:46,11918,39090
871762521631449091,2017-06-05 16:15:56,3678,20787
871515927908634625,2017-06-04 23:56:03,3628,20730
871166179821445120,2017-06-04 00:46:17,5991,0
871102520638267392,2017-06-03 20:33:19,5764,21461
871032628920680449,2017-06-03 15:55:36,3999,23255
870804317367881728,2017-06-03 00:48:22,6393,33791
870726314365509632,2017-06-02 19:38:25,3,121
870656317836468226,2017-06-02 15:00:16,2817,12819
870374049280663552,2017-06-01 20:18:38,27680,85011
870308999962521604,2017-06-01 16:00:09,4384,22453
870063196459192321,2017-05-31 23:43:25,8840,37771
869988702071779329,2017-05-31 18:47:24,25661,0
869772420881756160,2017-05-31 04:27:59,10663,43710
869702957897576449,2017-05-30 23:51:58,6728,29116
869596645499047938,2017-05-30 16:49:31,3327,16476
869227993411051520,2017-05-29 16:24:37,4023,21112
868880397819494401,2017-05-28 17:23:24,12518,55098
868639477480148993,2017-05-28 01:26:04,2240,0
868622495443632128,2017-05-28 00:18:35,6275,28295
868552278524837888,2017-05-27 19:39:34,2240,10539
867900495410671616,2017-05-26 00:29:37,4439,24964
867774946302451713,2017-05-25 16:10:44,7788,35179
867421006826221569,2017-05-24 16:44:18,2697,16755
867072653475098625,2017-05-23 17:40:04,135,0
867051520902168576,2017-05-23 16:16:06,8425,33420
866816280283807744,2017-05-23 00:41:20,32883,0
866720684873056260,2017-05-22 18:21:28,5168,20888
866686824827068416,2017-05-22 16:06:55,3727,20070
866450705531457537,2017-05-22 00:28:40,32883,106827
866334964761202691,2017-05-21 16:48:45,15546,54720
866094527597207552,2017-05-21 00:53:21,8952,0
865718153858494464,2017-05-19 23:57:46,6008,26640
865359393868664832,2017-05-19 00:12:11,5384,27530
865006731092295680,2017-05-18 00:50:50,8209,29063
864873206498414592,2017-05-17 16:00:15,9361,33651
864279568663928832,2017-05-16 00:41:21,3266,15195
864197398364647424,2017-05-15 19:14:50,9616,31459
863907417377173506,2017-05-15 00:02:33,4441,21477
863553081350529029,2017-05-14 00:34:33,4489,15935
863471782782697472,2017-05-13 19:11:30,2687,0
863432100342583297,2017-05-13 16:33:49,5664,24829
863427515083354112,2017-05-13 16:15:35,105,2363
863079547188785154,2017-05-12 17:12:53,1195,9094
863062471531167744,2017-05-12 16:05:02,2687,8945
862831371563274240,2017-05-12 00:46:44,5457,20011
862722525377298433,2017-05-11 17:34:13,3809,17779
862457590147678208,2017-05-11 00:01:27,5388,21492
862096992088072192,2017-05-10 00:08:34,21840,66437
861769973181624320,2017-05-09 02:29:07,37911,0
861383897657036800,2017-05-08 00:54:59,11528,37744
861288531465048066,2017-05-07 18:36:02,4479,18032
861005113778896900,2017-05-06 23:49:50,4119,17538
860981674716409858,2017-05-06 22:16:42,2334,0
860924035999428608,2017-05-06 18:27:40,882,0
860563773140209665,2017-05-05 18:36:06,2334,7878
860524505164394496,2017-05-05 16:00:04,5698,24678
860276583193509888,2017-05-04 23:34:55,3745,19154
860184849394610176,2017-05-04 17:30:24,6295,17474
860177593139703809,2017-05-04 17:01:34,33421,0
859924526012018688,2017-05-04 00:15:58,4349,20021
859851578198683649,2017-05-03 19:26:06,3780,16105
859607811541651456,2017-05-03 03:17:27,1704,19476
859196978902773760,2017-05-02 00:04:57,25661,75193
859074603037188101,2017-05-01 15:58:40,14740,35553
858860390427611136,2017-05-01 01:47:28,8805,0
858843525470990336,2017-05-01 00:40:27,3771,16304
858471635011153920,2017-04-30 00:02:42,5271,22640
858107933456039936,2017-04-28 23:57:28,3154,16524
857989990357356544,2017-04-28 16:08:49,2812,16952
857746408056729600,2017-04-28 00:00:54,11524,36021
857393404942143489,2017-04-27 00:38:11,1785,6236
857263160327368704,2017-04-26 16:00:39,4934,21041
857214891891077121,2017-04-26 12:48:51,20,242
857062103051644929,2017-04-26 02:41:43,183,0
857029823797047296,2017-04-26 00:33:27,4364,19910
856602993587888130,2017-04-24 20:17:23,11633,0
856543823941562368,2017-04-24 16:22:16,3131,17135
856526610513747968,2017-04-24 15:13:52,2068,12446
856330835276025856,2017-04-24 02:15:55,731,0
856288084350160898,2017-04-23 23:26:03,17,545
856282028240666624,2017-04-23 23:01:59,6841,29086
855862651834028034,2017-04-22 19:15:32,27,320
855860136149123072,2017-04-22 19:05:32,1058,4407
855857698524602368,2017-04-22 18:55:51,2313,12498
855851453814013952,2017-04-22 18:31:02,19196,47844
855818117272018944,2017-04-22 16:18:34,5943,28056
855459453768019968,2017-04-21 16:33:22,8987,31657
855245323840757760,2017-04-21 02:22:29,6568,0
855138241867124737,2017-04-20 19:16:59,50,0
854732716440526848,2017-04-19 16:25:34,6690,24188
854482394044301312,2017-04-18 23:50:52,7608,31131
854365224396361728,2017-04-18 16:05:17,5159,20046
854120357044912130,2017-04-17 23:52:16,8285,33911
854010172552949760,2017-04-17 16:34:26,3433,17169
853760880890318849,2017-04-17 00:03:50,6403,30414
853639147608842240,2017-04-16 16:00:07,11265,37198
853299958564483072,2017-04-15 17:32:18,3928,16508
852936405516943360,2017-04-14 17:27:40,2243,0
852912242202992640,2017-04-14 15:51:39,2037,9658
852672615818899456,2017-04-13 23:59:28,2388,15939
852553447878664193,2017-04-13 16:05:56,3885,17492
852311364735569921,2017-04-13 00:03:59,10961,35325
852226086759018497,2017-04-12 18:25:07,7570,21378
852189679701164033,2017-04-12 16:00:27,1741,12217
851953902622658560,2017-04-12 00:23:33,10706,0
851861385021730816,2017-04-11 18:15:55,23,0
851591660324737024,2017-04-11 00:24:08,3819,17300
851464819735769094,2017-04-10 16:00:07,7855,25944
851224888060895234,2017-04-10 00:06:42,6350,22090
850753642995093505,2017-04-08 16:54:09,10352,33348
850380195714523136,2017-04-07 16:10:12,2915,13994
850333567704068097,2017-04-07 13:04:55,367,3647
850145622816686080,2017-04-07 00:38:06,4244,17519
850019790995546112,2017-04-06 16:18:05,5459,21944
849776966551130114,2017-04-06 00:13:11,8404,32390
849668094696017920,2017-04-05 17:00:34,5513,0
849412302885593088,2017-04-05 00:04:08,3487,17039
849336543269576704,2017-04-04 19:03:06,2101,12240
849051919805034497,2017-04-04 00:12:06,7396,32617
848690551926992896,2017-04-03 00:16:10,4826,27104
848324959059550208,2017-04-02 00:03:26,4037,20229
848213670039564288,2017-04-01 16:41:12,832,8834
848212111729840128,2017-04-01 16:35:01,3444,17618
847978865427394560,2017-04-01 01:08:10,3652,0
847971574464610304,2017-04-01 00:39:12,482,0
847962785489326080,2017-04-01 00:04:17,5730,25296
847842811428974592,2017-03-31 16:07:33,1522,5935
847617282490613760,2017-03-31 01:11:22,468,7558
847606175596138505,2017-03-31 00:27:14,3774,20208
847251039262605312,2017-03-30 00:56:03,4800,22036
847157206088847362,2017-03-29 18:43:12,6572,21588
847116187444137987,2017-03-29 16:00:12,3583,23108
846874817362120707,2017-03-29 00:01:05,4404,21685
846514051647705089,2017-03-28 00:07:32,13076,48410
846505985330044928,2017-03-27 23:35:28,3492,15304
846153765933735936,2017-03-27 00:15:53,10226,34394
846139713627017216,2017-03-26 23:20:02,10972,33188
846042936437604353,2017-03-26 16:55:29,3224,17256
845812042753855489,2017-03-26 01:38:00,9894,31737
845677943972139009,2017-03-25 16:45:08,5365,27154
845459076796616705,2017-03-25 02:15:26,15071,0
845397057150107648,2017-03-24 22:08:59,2072,8241
845306882940190720,2017-03-24 16:10:40,6039,25225
845098359547420673,2017-03-24 02:22:04,8640,0
844979544864018432,2017-03-23 18:29:57,2909,14738
844973813909606400,2017-03-23 18:07:10,3617,16361
844704788403113984,2017-03-23 00:18:10,11633,42022
844580511645339650,2017-03-22 16:04:20,3533,17871
844223788422217728,2017-03-21 16:26:50,2450,14753
843981021012017153,2017-03-21 00:22:10,3285,16327
843856843873095681,2017-03-20 16:08:44,5220,23211
843604394117681152,2017-03-19 23:25:35,3081,18310
843235543001513987,2017-03-18 22:59:54,6852,23315
842892208864923648,2017-03-18 00:15:37,56625,0
842846295480000512,2017-03-17 21:13:10,4023,16440
842765311967449089,2017-03-17 15:51:22,1439,7321
842535590457499648,2017-03-17 00:38:32,3937,19637
842163532590374912,2017-03-16 00:00:07,6568,26569
842115215311396866,2017-03-15 20:48:07,3386,15204
841833993020538882,2017-03-15 02:10:39,17504,0
841680585030541313,2017-03-14 16:01:03,8748,27854
841439858740625411,2017-03-14 00:04:30,4168,13755
841320156043304961,2017-03-13 16:08:50,6080,21402
841314665196081154,2017-03-13 15:47:01,5312,17305
841077006473256960,2017-03-13 00:02:39,5991,24926
840761248237133825,2017-03-12 03:07:56,1972,0
840728873075638272,2017-03-12 00:59:17,18285,0
840698636975636481,2017-03-11 22:59:09,3,197
840696689258311684,2017-03-11 22:51:24,1116,13377
840632337062862849,2017-03-11 18:35:42,1972,9761
840370681858686976,2017-03-11 01:15:58,5146,17918
840268004936019968,2017-03-10 18:27:58,6497,20950
839990271299457024,2017-03-10 00:04:21,2597,14640
839549326359670784,2017-03-08 18:52:12,8805,29957
839290600511926273,2017-03-08 01:44:07,158,0
839239871831150596,2017-03-07 22:22:32,7422,29684
838952994649550848,2017-03-07 03:22:35,4505,21289
838921590096166913,2017-03-07 01:17:48,2357,12183
838916489579200512,2017-03-07 00:57:32,38,0
838831947270979586,2017-03-06 19:21:35,12643,0
838561493054533637,2017-03-06 01:26:54,1504,11892
838476387338051585,2017-03-05 19:48:43,5484,24664
838201503651401729,2017-03-05 01:36:26,11525,0
838150277551247360,2017-03-04 22:12:52,370,1824
838085839343206401,2017-03-04 17:56:49,0,150
838083903487373313,2017-03-04 17:49:08,3582,19183
837820167694528512,2017-03-04 00:21:08,8952,37277
837482249356513284,2017-03-03 01:58:22,495,4204
837471256429613056,2017-03-03 01:14:41,2631,13967
837366284874571778,2017-03-02 18:17:34,6005,23074
837110210464448512,2017-03-02 01:20:01,2731,17480
837012587749474308,2017-03-01 18:52:06,88,0
836989968035819520,2017-03-01 17:22:13,2610,13879
836753516572119041,2017-03-01 01:42:39,5237,21029
836677758902222849,2017-02-28 20:41:37,2522,13782
836648853927522308,2017-02-28 18:46:45,626,0
836397794269200385,2017-02-28 02:09:08,31314,0
836380477523124226,2017-02-28 01:00:19,3337,16037
836260088725786625,2017-02-27 17:01:56,4850,23177
836001077879255040,2017-02-26 23:52:43,4935,20924
835685285446955009,2017-02-26 02:57:52,9327,0
835574547218894849,2017-02-25 19:37:50,4121,19447
835536468978302976,2017-02-25 17:06:32,1939,0
835309094223372289,2017-02-25 02:03:02,24013,0
835297930240217089,2017-02-25 01:18:40,3381,17847
835264098648616962,2017-02-24 23:04:14,1939,8503
835246439529840640,2017-02-24 21:54:03,83,2259
835172783151792128,2017-02-24 17:01:22,6516,28552
835152434251116546,2017-02-24 15:40:31,3443,24574
834931633769889797,2017-02-24 01:03:08,1878,11838
834786237630337024,2017-02-23 15:25:23,6159,22943
834574053763584002,2017-02-23 01:22:14,2882,14993
834477809192075265,2017-02-22 18:59:48,12224,0
834458053273591808,2017-02-22 17:41:18,1899,10512
834209720923721728,2017-02-22 01:14:30,5476,22594
834167344700198914,2017-02-21 22:26:07,4130,17194
834089966724603904,2017-02-21 17:18:39,2427,10971
834086379323871233,2017-02-21 17:04:24,2512,14296
833863086058651648,2017-02-21 02:17:06,2729,14661
833826103416520705,2017-02-20 23:50:09,3904,16728
833732339549220864,2017-02-20 17:37:34,251,0
833722901757046785,2017-02-20 17:00:04,3636,22585
833479644947025920,2017-02-20 00:53:27,2357,16258
833124694597443584,2017-02-19 01:23:00,5513,22133
832998151111966721,2017-02-18 17:00:10,2522,14549
832769181346996225,2017-02-18 01:50:19,43,0
832757312314028032,2017-02-18 01:03:09,4127,18423
832682457690300417,2017-02-17 20:05:43,3368,13017
832645525019123713,2017-02-17 17:38:57,594,3195
832636094638288896,2017-02-17 17:01:29,3220,17379
832397543355072512,2017-02-17 01:13:34,2548,13126
832369877331693569,2017-02-16 23:23:38,3652,18792
832273440279240704,2017-02-16 17:00:25,2673,12385
832215909146226688,2017-02-16 13:11:49,7069,0
832215726631055365,2017-02-16 13:11:05,10723,0
832088576586297345,2017-02-16 04:45:50,3,72
832040443403784192,2017-02-16 01:34:34,11131,0
832032802820481025,2017-02-16 01:04:13,4746,13887
831939777352105988,2017-02-15 18:54:34,7031,26404
831926988323639298,2017-02-15 18:03:45,39,369
831911600680497154,2017-02-15 17:02:36,7458,30380
831670449226514432,2017-02-15 01:04:21,2059,11469
831650051525054464,2017-02-14 23:43:18,2243,7908
831552930092285952,2017-02-14 17:17:22,2632,9872
831322785565769729,2017-02-14 02:02:51,1744,10042
831315979191906304,2017-02-14 01:35:49,1264,7117
831309418084069378,2017-02-14 01:09:44,2786,12819
831262627380748289,2017-02-13 22:03:49,2350,13066
830956169170665475,2017-02-13 01:46:03,1735,8735
830583320585068544,2017-02-12 01:04:29,19297,73397
830173239259324417,2017-02-10 21:54:58,6554,0
830097400375152640,2017-02-10 16:53:37,3455,10804
829878982036299777,2017-02-10 02:25:42,5757,0
829861396166877184,2017-02-10 01:15:49,2243,13441
829501995190984704,2017-02-09 01:27:41,12224,34913
829449946868879360,2017-02-08 22:00:52,2329,11519
829374341691346946,2017-02-08 17:00:26,10706,38074
829141528400556032,2017-02-08 01:35:19,8530,26952
829011960981237760,2017-02-07 17:00:28,18627,58302
828801551087042563,2017-02-07 03:04:22,3901,0
828770345708580865,2017-02-07 01:00:22,6746,28085
828708714936930305,2017-02-06 20:55:28,12882,40241
828650029636317184,2017-02-06 17:02:17,1544,10467
828409743546925057,2017-02-06 01:07:28,1305,6898
828408677031882754,2017-02-06 01:03:14,1477,8398
828381636999917570,2017-02-05 23:15:47,2554,13864
828376505180889089,2017-02-05 22:55:23,1216,8112
828372645993398273,2017-02-05 22:40:03,3344,13756
828361771580813312,2017-02-05 21:56:51,195,2408
828046555563323392,2017-02-05 01:04:17,3260,12923
828011680017821696,2017-02-04 22:45:42,2451,11411
827933404142436356,2017-02-04 17:34:40,5987,22180
827653905312006145,2017-02-03 23:04:02,3433,16983
827600520311402496,2017-02-03 19:31:54,1082,8143
827324948884643840,2017-02-03 01:16:53,3510,17523
827228250799742977,2017-02-02 18:52:38,13517,0
827199976799354881,2017-02-02 17:00:17,2579,11659
826958653328592898,2017-02-02 01:01:21,5757,23767
826848821049180160,2017-02-01 17:44:55,11878,40325
826615380357632002,2017-02-01 02:17:19,4521,0
826598799820865537,2017-02-01 01:11:25,292,5637
826598365270007810,2017-02-01 01:09:42,2709,11117
826476773533745153,2017-01-31 17:06:32,4821,20275
826240494070030336,2017-01-31 01:27:39,2965,14614
826204788643753985,2017-01-30 23:05:46,1075,5361
826115272272650244,2017-01-30 17:10:04,3599,17299
825876512159186944,2017-01-30 01:21:19,2146,11525
825829644528148480,2017-01-29 22:15:05,2848,14025
825535076884762624,2017-01-29 02:44:34,19669,56413
825147591692263424,2017-01-28 01:04:51,5244,20181
825120256414846976,2017-01-27 23:16:13,1483,0
825026590719483904,2017-01-27 17:04:02,1483,7020
824796380199809024,2017-01-27 01:49:15,6288,0
824775126675836928,2017-01-27 00:24:48,4069,16508
824663926340194305,2017-01-26 17:02:56,1993,11113
824325613288833024,2017-01-25 18:38:36,11848,12999
824297048279236611,2017-01-25 16:45:05,4463,16625
824025158776213504,2017-01-24 22:44:42,679,5255
823939628516474880,2017-01-24 17:04:50,3123,11755
823719002937630720,2017-01-24 02:28:08,12953,0
823699002998870016,2017-01-24 01:08:40,2772,13826
823581115634085888,2017-01-23 17:20:14,3031,14376
823333489516937216,2017-01-23 00:56:15,31,777
823322678127919110,2017-01-23 00:13:17,4637,17437
823269594223824897,2017-01-22 20:42:21,11421,0
822975315408461824,2017-01-22 01:12:59,3958,19139
822872901745569793,2017-01-21 18:26:02,48265,132810
822859134160621569,2017-01-21 17:31:20,2622,14576
822647212903690241,2017-01-21 03:29:14,7390,0
822610361945911296,2017-01-21 01:02:48,3423,16327
822489057087389700,2017-01-20 17:00:46,7390,20083
822462944365645825,2017-01-20 15:17:01,17209,31800
822244816520155136,2017-01-20 00:50:15,11421,38832
822163064745328640,2017-01-19 19:25:24,5571,0
821886076407029760,2017-01-19 01:04:45,2692,12582
821813639212650496,2017-01-18 20:16:54,3839,0
821765923262631936,2017-01-18 17:07:18,1899,9317
821522889702862852,2017-01-18 01:01:34,2030,8871
821421320206483457,2017-01-17 18:17:58,6470,0
821407182352777218,2017-01-17 17:21:47,5053,13075
821153421864615936,2017-01-17 00:33:26,10,280
821149554670182400,2017-01-17 00:18:04,2320,9718
821107785811234820,2017-01-16 21:32:06,2487,10645
821044531881721856,2017-01-16 17:20:45,2636,14021
820837357901512704,2017-01-16 03:37:31,7733,0
820749716845686786,2017-01-15 21:49:15,11525,34984
820690176645140481,2017-01-15 17:52:40,3716,13518
820494788566847489,2017-01-15 04:56:16,648,0
820446719150292993,2017-01-15 01:45:15,2980,0
820314633777061888,2017-01-14 17:00:24,648,3706
820078625395449857,2017-01-14 01:22:35,7246,21979
820013781606658049,2017-01-13 21:04:55,1369,0
819952236453363712,2017-01-13 17:00:21,1369,5927
819924195358416896,2017-01-13 15:08:56,5607,14305
819711362133872643,2017-01-13 01:03:12,3604,14916
819588359383371776,2017-01-12 16:54:26,2271,10606
819347104292290561,2017-01-12 00:55:47,1383,8008
819238181065359361,2017-01-11 17:42:57,462,2550
819227688460238848,2017-01-11 17:01:16,7733,25652
819015337530290176,2017-01-11 02:57:27,42228,0
819015331746349057,2017-01-11 02:57:26,21794,0
819006400881917954,2017-01-11 02:21:57,21794,49960
819004803107983360,2017-01-11 02:15:36,42228,95450
818646164899774465,2017-01-10 02:30:30,24069,0
818627210458333184,2017-01-10 01:15:10,8564,24597
818614493328580609,2017-01-10 00:24:38,2982,10971
818588835076603904,2017-01-09 22:42:41,7126,0
818536468981415936,2017-01-09 19:14:36,2873,12127
818307523543449600,2017-01-09 04:04:51,9366,0
818259473185828864,2017-01-09 00:53:55,2621,12197
818145370475810820,2017-01-08 17:20:31,3014,13671
817908911860748288,2017-01-08 01:40:55,906,5356
817827839487737858,2017-01-07 20:18:46,31314,57622
817777686764523521,2017-01-07 16:59:28,3084,11901
817536400337801217,2017-01-07 01:00:41,3505,13105
817502432452313088,2017-01-06 22:45:43,3917,0
817423860136083457,2017-01-06 17:33:29,17504,38260
817415592588222464,2017-01-06 17:00:38,1131,6267
817181837579653120,2017-01-06 01:31:47,9907,0
817171292965273600,2017-01-06 00:49:53,2326,9690
817120970343411712,2017-01-05 21:29:55,3011,13367
817056546584727552,2017-01-05 17:13:55,1927,9517
816829038950027264,2017-01-05 02:09:53,5496,0
816816676327063552,2017-01-05 01:20:46,2361,11071
816697700272001025,2017-01-04 17:27:59,2545,10905
816450570814898180,2017-01-04 01:05:59,9366,33961
816336735214911488,2017-01-03 17:33:39,2269,9564
816091915477250048,2017-01-03 01:20:49,2500,9927
816062466425819140,2017-01-02 23:23:48,1207,0
816014286006976512,2017-01-02 20:12:21,6154,0
815990720817401858,2017-01-02 18:38:42,1207,5545
815966073409433600,2017-01-02 17:00:46,9907,25057
815745968457060357,2017-01-02 02:26:09,4797,0
815736392542261248,2017-01-02 01:48:06,2625,10937
815639385530101762,2017-01-01 19:22:38,1918,9161
815390420867969024,2017-01-01 02:53:20,4407,11467
814986499976527872,2016-12-31 00:08:17,1505,8485
814638523311648768,2016-12-30 01:05:33,3130,12511
814578408554463233,2016-12-29 21:06:41,6750,0
814530161257443328,2016-12-29 17:54:58,2156,9629
814153002265309185,2016-12-28 16:56:16,10080,32000
813944609378369540,2016-12-28 03:08:11,3732,0
813910438903693312,2016-12-28 00:52:25,2194,10342
813812741911748608,2016-12-27 18:24:12,16267,40402
813800681631023104,2016-12-27 17:36:16,2060,9300
813217897535406080,2016-12-26 03:00:30,8476,20783
813202720496779264,2016-12-26 02:00:11,2090,10192
813187593374461952,2016-12-26 01:00:05,5096,22085
813172488309972993,2016-12-26 00:00:03,2236,10384
813157409116065792,2016-12-25 23:00:08,2557,8588
813142292504645637,2016-12-25 22:00:04,2728,9361
813130366689148928,2016-12-25 21:12:41,513,4968
813127251579564032,2016-12-25 21:00:18,3652,13242
813112105746448384,2016-12-25 20:00:07,3225,11515
813096984823349248,2016-12-25 19:00:02,4207,11694
813081950185472002,2016-12-25 18:00:17,3220,10989
813066809284972545,2016-12-25 17:00:08,2276,8865
813051746834595840,2016-12-25 16:00:16,8503,23337
812781120811126785,2016-12-24 22:04:54,2191,8380
812747805718642688,2016-12-24 19:52:31,8067,0
812709060537683968,2016-12-24 17:18:34,1665,7373
812503143955202048,2016-12-24 03:40:19,1424,6787
812466873996607488,2016-12-24 01:16:12,2231,8900
812372279581671427,2016-12-23 19:00:19,4252,15224
811985624773361665,2016-12-22 17:23:53,1647,8102
811744202451197953,2016-12-22 01:24:33,1884,8429
811647686436880384,2016-12-21 19:01:02,872,6215
811627233043480576,2016-12-21 17:39:46,3650,14265
811386762094317568,2016-12-21 01:44:13,7444,23302
810984652412424192,2016-12-19 23:06:23,1655,5927
810896069567610880,2016-12-19 17:14:23,2090,10093
810657578271330305,2016-12-19 01:26:42,3057,12192
810284430598270976,2016-12-18 00:43:57,13369,39640
810254108431155201,2016-12-17 22:43:27,3901,16380
809920764300447744,2016-12-17 00:38:52,4521,17250
809808892968534016,2016-12-16 17:14:20,5711,0
809448704142938112,2016-12-15 17:23:04,1696,7727
809220051211603969,2016-12-15 02:14:29,6554,22246
809084759137812480,2016-12-14 17:16:53,4046,14685
808838249661788160,2016-12-14 00:57:20,3536,11271
808733504066486276,2016-12-13 18:01:07,2509,8784
808501579447930884,2016-12-13 02:39:32,3007,12595
808344865868283904,2016-12-12 16:16:49,24069,47281
808134635716833280,2016-12-12 02:21:26,6961,0
808106460588765185,2016-12-12 00:29:28,2525,9701
808001312164028416,2016-12-11 17:31:39,4098,14015
807621403335917568,2016-12-10 16:22:02,4288,16236
807106840509214720,2016-12-09 06:17:20,56625,107015
807059379405148160,2016-12-09 03:08:45,8521,0
807010152071229440,2016-12-08 23:53:08,4418,14514
806629075125202948,2016-12-07 22:38:52,37911,75639
806620845233815552,2016-12-07 22:06:10,6426,0
806576416489959424,2016-12-07 19:09:37,2230,5370
806542213899489280,2016-12-07 16:53:43,2752,11363
806242860592926720,2016-12-06 21:04:11,13616,0
806219024703037440,2016-12-06 19:29:28,1388,7145
